time,value
08-22-2019 12:51,19.195358622070643
09-19-2019 09:44,13.519543484764311
08-26-2019 14:05,9.191413297293053
08-19-2019 16:37,18.34659762113549
09-05-2019 09:18,1.3497780071369094
09-02-2019 10:23,8.462216831548021
08-23-2019 15:05,17.247125198490632
08-22-2019 10:44,19.307438746303912
08-29-2019 10:26,7.748959147495662
09-11-2019 14:02,33.74123318031448
08-23-2019 13:34,17.385419447114586
08-30-2019 15:12,9.309158559543206
09-12-2019 11:19,36.34107908841354
09-05-2019 16:29,0.8793838849312922
08-29-2019 17:18,8.112746503125619
08-27-2019 12:23,7.433896894815558
09-20-2019 17:39,13.310252831265805
08-22-2019 15:47,19.02803130200716
09-04-2019 10:58,3.5805940067500703
09-03-2019 12:59,6.055646361490765
08-23-2019 09:42,17.72483617397254
09-17-2019 14:04,20.16505225815964
09-03-2019 16:59,5.627996618554197
08-22-2019 15:25,19.04969876084759
09-05-2019 09:37,1.325653859835919
09-09-2019 11:57,18.715893921501696
09-18-2019 15:21,15.666387651876128
08-21-2019 12:53,20.004707698622685
09-19-2019 09:33,13.534762664631256
08-22-2019 10:43,19.30829200293133
09-02-2019 13:38,8.215561266143652
09-20-2019 10:13,12.87854203300228
08-27-2019 17:40,7.187940299630532
09-17-2019 14:06,20.158326981080496
08-22-2019 09:05,19.38966754247676
09-16-2019 10:05,26.113731336362786
09-11-2019 13:03,33.564273563816236
09-20-2019 12:37,12.982639075126645
09-16-2019 14:16,25.21081972015176
09-06-2019 10:59,0.6169082525944298
08-21-2019 17:22,19.933797532537838
09-09-2019 09:10,17.672332751406895
08-23-2019 14:34,17.29455670049089
08-22-2019 16:46,18.968876068779963
08-28-2019 15:59,7.042037486946599
09-13-2019 16:02,36.46555797208621
09-19-2019 14:18,13.185904326326881
09-02-2019 14:43,8.130078886574601
09-10-2019 15:02,28.190143951847247
08-21-2019 09:14,20.033023577100966
09-13-2019 16:51,36.418025506300346
09-09-2019 15:31,20.04877534673218
08-23-2019 09:12,17.76731391973965
09-10-2019 10:27,26.745325932344
08-23-2019 12:06,17.516415099858445
08-23-2019 14:19,17.31738897670325
08-29-2019 15:30,8.014472555392176
09-06-2019 17:55,0.9703547088428768
09-05-2019 13:26,1.0586373470686432
08-27-2019 10:10,7.559265489537907
08-26-2019 13:13,9.27852422166701
08-30-2019 11:03,9.098249167281915
09-10-2019 11:21,27.03626744598227
09-19-2019 13:07,13.263818911751336
09-17-2019 15:46,19.824037633068322
08-22-2019 12:00,19.241249858263494
09-03-2019 16:24,5.691242457567023
09-12-2019 13:02,36.452728097278225
08-22-2019 11:12,19.283360982575427
09-13-2019 10:33,36.715326903303634
09-18-2019 12:39,16.07486723930289
09-03-2019 10:20,6.330840710242888
09-11-2019 14:17,33.78539198874805
08-30-2019 11:29,9.120941075483456
09-03-2019 09:19,6.434608973649219
09-09-2019 14:25,19.63861638489648
09-12-2019 14:39,36.5451146036878
09-06-2019 14:21,0.7532191304175464
09-06-2019 10:28,0.6016310841490401
08-28-2019 11:32,6.964076045844357
08-22-2019 14:27,19.10579797023637
09-20-2019 15:40,13.163143489602122
09-09-2019 17:06,20.637117848811354
09-11-2019 12:14,33.413331449100426
09-05-2019 15:40,0.9242176089969448
08-28-2019 17:27,7.077241759931482
09-11-2019 10:20,33.04811036758983
08-22-2019 12:57,19.18988229809962
08-28-2019 14:17,7.0069680025825445
09-10-2019 14:39,28.072963213483938
08-19-2019 12:41,17.967008466130434
08-19-2019 13:48,18.078998195460574
09-13-2019 13:21,36.602998148291256
08-29-2019 11:49,7.819515522325119
08-27-2019 17:28,7.195834133178742
09-12-2019 16:43,36.64538753702697
08-19-2019 16:28,18.332880279388014
08-29-2019 16:45,8.082546807709942
08-21-2019 10:32,20.026017820781874
08-22-2019 15:18,19.05654826865093
09-06-2019 10:34,0.6044735221530582
09-11-2019 13:48,33.69971476625113
09-18-2019 15:39,15.622303717227162
08-19-2019 09:54,17.67310544331536
08-21-2019 17:09,19.938121994927442
08-29-2019 15:38,8.021693916126104
09-20-2019 12:14,12.963797953352325
08-27-2019 10:09,7.560255470267996
09-10-2019 13:34,27.738053270814266
08-27-2019 13:50,7.3588137843978
09-09-2019 12:10,18.797063580640987
09-16-2019 11:55,25.71862265797625
09-11-2019 10:02,32.98863805707405
09-10-2019 14:37,28.062740429077007
09-04-2019 09:17,3.774010375414656
09-19-2019 09:58,13.500372948071668
08-20-2019 10:37,19.574005469636155
08-22-2019 12:13,19.22966407984559
09-09-2019 10:34,18.19734801590088
08-19-2019 11:10,17.80948342110485
09-06-2019 10:16,0.5961102472928523
09-09-2019 11:44,18.63470814448948
08-20-2019 09:55,19.541261591318023
08-26-2019 11:15,9.480272454326508
08-23-2019 17:39,17.00667316418757
09-09-2019 12:17,18.840763055113065
09-04-2019 17:22,2.8632912449306858
09-16-2019 09:27,26.249930870030884
09-05-2019 13:28,1.0565077348058278
08-19-2019 12:12,17.917487915130593
08-27-2019 16:07,7.25209754446826
09-02-2019 15:32,8.064584960710413
09-11-2019 11:09,33.20750740084236
08-20-2019 11:57,19.63315079932352
09-05-2019 17:25,0.8310906677816801
08-27-2019 14:24,7.330999007700916
08-27-2019 17:29,7.195171927972767
08-20-2019 15:07,19.756861385311602
09-13-2019 13:42,36.58671264527625
09-12-2019 13:59,36.508508610246636
09-04-2019 17:42,2.8270425732738835
09-19-2019 16:03,13.081966834979793
08-30-2019 11:50,9.139165429472524
09-02-2019 16:13,8.00909652283434
08-23-2019 16:33,17.110699544297546
09-03-2019 10:15,6.339384735529759
09-11-2019 13:44,33.687798483224185
09-04-2019 17:25,2.8578453499219383
08-21-2019 15:07,19.97428902981397
09-16-2019 15:25,24.961994205303405
09-18-2019 09:49,16.525254028842255
08-19-2019 13:59,18.097062842998856
08-19-2019 16:46,18.36025527760918
08-28-2019 10:07,6.949037688431297
09-05-2019 09:42,1.3193534127137772
09-03-2019 16:39,5.6641729298585455
08-30-2019 15:06,9.304260882984362
08-27-2019 15:01,7.301721448067983
09-04-2019 14:43,3.1558945533254312
09-02-2019 12:57,8.26865145566033
09-04-2019 10:01,3.689595234596148
09-10-2019 11:53,27.20707588160936
08-30-2019 15:15,9.311603633483575
08-30-2019 14:16,9.263064987316929
09-04-2019 10:46,3.6035045045514087
08-27-2019 11:41,7.472122843657693
09-06-2019 15:15,0.8007746439147523
08-19-2019 15:08,18.208317037327248
08-29-2019 09:48,7.717221914056193
08-21-2019 11:26,20.019164690933657
08-22-2019 12:44,19.20172713048108
09-03-2019 14:29,5.896956819542466
09-05-2019 13:30,1.0543817769481345
08-27-2019 13:09,7.393502627750887
09-09-2019 09:40,17.859835523250567
08-22-2019 10:00,19.344545718131688
08-22-2019 13:34,19.15575351292127
09-12-2019 10:27,36.279367629743106
09-16-2019 15:07,25.026917335792927
08-29-2019 17:26,8.12008842889691
09-02-2019 09:02,8.56024380063653
08-20-2019 11:53,19.630293534360906
09-19-2019 10:42,13.441584611727992
09-09-2019 10:43,18.253594313038217
08-21-2019 09:02,20.033796094531308
09-06-2019 09:21,0.5735833782984612
09-05-2019 15:35,0.9289253416331522
08-21-2019 15:54,19.96130465186503
09-19-2019 12:02,13.340445760495953
08-26-2019 15:14,9.077594771298632
08-27-2019 16:26,7.238437243047043
09-17-2019 16:36,19.65840003580045
08-28-2019 14:51,7.017955147567263
08-30-2019 10:29,9.068369199593656
08-20-2019 10:42,19.577825719372026
08-22-2019 10:21,19.326947082078267
09-16-2019 09:01,26.343019436612998
09-02-2019 15:58,8.029469391396903
08-20-2019 14:32,19.735830106865645
09-12-2019 16:45,36.64684211074565
09-03-2019 14:07,5.935937460594863
08-30-2019 12:07,9.153848473427539
09-20-2019 10:07,12.87491527345192
08-29-2019 14:11,7.9437273040064404
09-04-2019 11:57,3.4682777181629025
08-28-2019 14:21,7.008223534795482
09-19-2019 16:50,13.039883455485793
09-03-2019 14:09,5.932398801252933
09-17-2019 13:33,20.269485492024497
09-11-2019 13:37,33.66688732543068
